,x1,x2,difference
48,-5.687707351142151,0.08719371366849388,0|1
49,-6.2400016878962585,1.3960640681444378,1|1
50,-5.894257129571996,2.4490154096109977,1|1
51,-4.1930167164184,1.187157046474134,0|1
52,-7.189823691482084,0.3387648661173362,1|1
53,-3.5188870978074505,-1.9074012036158692,0|0
54,-5.532437012007244,0.06522909338671712,0|1
55,-7.746234640493512,0.6303187840845835,1|1
56,-3.307678704829933,-1.7190318816639727,0|0
57,-4.298908042671785,-2.6245668224748635,0|0
58,-5.0773910185321025,-3.2315447094065894,0|0
59,-2.757164583528672,0.8178010758736556,1|1
60,-5.049233911751557,-1.5503232383383192,0|0
61,-2.4524881396824467,3.9342034985094694,1|1
62,-8.715963728893504,2.4723280609056406,1|1
63,-1.7446984937021872,0.6760233931489515,1|1
64,-7.398536064670372,1.726690635088043,1|1
65,-5.361840604156301,-1.2078412555865146,0|0
66,-7.4601162713339235,1.1010749919524307,1|1
67,-3.4143862681613046,-1.2470614593595832,0|0
68,-3.9588473258532586,-2.2886827792462854,0|0
69,-3.3962779362573103,0.09313459684829108,0|1
70,-5.373139543814697,-0.20349174505829043,0|0
71,-3.262227685988264,1.5008232797300163,1|1
72,-3.9410693512945816,0.27540241999477216,0|1
73,-4.844357744174588,1.236760523997049,0|1
74,-4.535010881642524,1.3651028137289702,0|1
75,-5.62023354703612,-4.869675528214278,0|0
76,-2.922350796281172,4.3739592939485155,1|1
77,-4.117271112862836,-0.20031046656699955,0|1
78,-5.2728894877920665,-0.23810837554961978,0|0
79,-4.965181183399991,-2.2440374574937767,0|0
80,-6.034188915840456,-1.994053655300526,0|0
81,-4.502401677224459,-0.5932823047417255,0|0
82,-4.009577352044079,-0.3494063194850019,0|0
83,-3.027329624357516,0.42706780267088357,1|1
84,-0.6186005420605332,-3.792721845782185,0|0
85,-6.2938333765098164,1.802973783297422,1|1
86,0.05665141361279602,-0.4972695554309201,0|0
87,-4.912662013643222,-0.45262848502721037,0|0
88,-2.3370857748248164,-0.5746157269520378,1|0
89,-3.639860320243791,-0.6396031977973424,0|0
90,-7.5451175104919885,0.6270954409268643,1|1
91,-3.993630373129348,2.5864517650645236,0|1
92,-5.220894052834633,-1.2347241274247218,0|0
93,-3.8744778067619476,0.4814741844754645,0|1
94,-4.438669845754722,-0.14622540749455554,0|1
95,-2.679322860012461,0.7389854327514475,1|1
96,-1.1906825833180377,2.222113397121009,1|1
97,-3.6819004077995796,-3.2548766812325147,0|0
98,-3.795361439408742,0.8405644072941191,0|1
99,-3.3780966543928885,2.0888841894145176,1|1
100,-5.801756383577853,1.6480112369008153,0|1
101,-6.12461086203818,3.909756150018069,1|1
102,-7.663903333034496,-3.521377120797567,1|0
103,-8.3014425316482,-1.781111168326097,1|0
104,-7.238230797119456,3.912157807407284,1|1
105,-5.652998996156368,-2.685351578754872,0|0
106,-2.771234046440416,-1.173047877643185,1|0
107,-7.473706753082794,1.751677855298599,1|1
108,-3.7532756468439343,-0.8699133659104554,0|0
109,-2.184919999517543,0.2582031594214509,1|0
110,-1.7661008022853997,1.0054817639998086,1|1
111,-1.8823889187602814,0.21880539285085635,1|0
112,-7.439488793958065,4.898737298122795,1|1
113,-6.091548335965135,-0.3976757257777935,0|0
114,-6.40079700984251,-0.4067888979291169,1|0
115,-4.514661117836411,0.40366035774800807,0|1
116,-3.677959424802614,3.584316417951134,1|1
117,-5.240929143577015,-2.4662414708928533,0|0
118,-7.364636253019267,-1.3315090363982531,1|0
119,-8.348391615237864,1.6500596488779717,1|1
120,-5.996427127262156,-0.6219699566057018,0|0
121,-5.003782965676008,-2.793240849190864,0|0
122,-6.722632721552084,1.3494230513759446,1|1
123,-3.762921738427414,-0.8863438614012755,0|0
124,-1.3789301717490874,-2.611453845115475,1|0
125,-5.689974420309959,-0.4616794862709389,0|0
126,-10.58617000029308,3.8750576272321595,1|1
127,-4.267335970919883,-2.089178763815583,0|0
128,-0.8976531142851112,1.171324000344765,1|1
129,-4.140947719956071,-1.2139967964000922,0|0
130,-4.787554551929564,-3.0513606324587155,0|0
131,-3.4099478111503103,-0.7488766376864413,0|0
132,-4.731903606890754,2.4041097243994116,0|1
133,-4.430503778301884,0.5249348909265372,0|1
134,-4.4470013903556325,-1.4665432077906257,0|0
135,-3.3279905611314624,3.0867182216089675,1|1
136,-3.482388679804138,1.7698176289297667,1|1
137,-6.754563037836377,-1.7355744457458513,1|0
138,-7.88175204858368,2.464506141656872,1|1
139,-5.508359735214737,2.7996878849619717,1|1
140,-6.563823365373601,-0.875017965657162,1|0
141,-4.809149825617484,1.8429001373190228,0|1
142,-4.878499608400986,0.4222495100154335,0|1
143,-4.9669448653887684,0.35437544055192083,0|1
144,-7.232940035769489,0.1618542019465572,1|1
145,-5.373157987022933,-0.1136489617716946,0|1
146,-4.015326888126703,-1.3613562820177716,0|0
147,-5.169016054809259,-0.5947237655470072,0|0
148,-4.165395990050275,1.569541302031179,0|1
149,-6.910850524747378,1.1718208622052313,1|1
150,-0.8684333595623315,-2.94231385166525,1|0
151,-6.660343790630228,-1.7611551996883419,0|0
152,-5.55819544308658,3.245698171908002,1|1
153,-4.9732946473056465,-1.3893871905744526,0|0
154,-3.7563929913888554,-1.1996090621416948,0|0
155,-2.7531756759561294,0.6105340804880215,1|1
156,-2.2224412072594633,-1.3226884863060373,1|0
157,1.061714224744061,1.6491692500669148,0|1
158,-3.6908396948265993,-0.10237689521532842,0|1
159,-6.4511942382688545,-1.7355373552471807,0|0
160,-5.271954652201178,-1.5945395709862593,0|0
161,-4.434648575503159,-1.6521948636946404,0|0
162,-3.757834598321983,1.9122434082493929,0|1
163,-6.411681014804568,2.385372135509387,1|1
164,-5.475883871504365,2.3105757721764504,0|1
165,-4.123667305417525,2.2446566433141846,0|1
166,-6.994039591059365,-0.21358797355845022,1|0
167,-2.0971414788181293,-1.2360736953631577,1|0
168,-9.074402451361589,-3.885178362952911,0|0
169,-10.012881305352122,-4.228327843833652,0|0
170,-5.823278326376965,2.5570561656834436,1|1
171,-5.884458559026346,0.6470547072028642,0|1
172,-5.219982980327214,0.017097890872049385,0|1
173,-5.336397679489432,-0.3483606886159814,0|0
174,-4.077671800045965,-2.3519653428826306,0|0
175,-2.979745645330551,1.8400358664955263,1|1
176,-5.390114681751802,1.610786848464363,0|1
177,-6.402688852514354,-1.0744460477506768,0|0
178,-4.6874722994598335,-0.380442050169723,0|0
179,-5.897476065343246,-1.3448960775731926,0|0
180,-6.114989443572087,1.8783374883929755,1|1
181,-8.886646811336705,0.704988728738666,1|1
182,-5.472873903625973,1.4556269999992977,0|1
183,-3.9698527727212687,-5.565068935305845,0|0
184,-3.8307067790451477,0.6485484868968421,0|1
185,-4.956274326746895,-0.9373476325557827,0|0
186,-3.2934375560887554,-0.8260586194220644,0|0
187,-1.3305647467006265,1.1287657109886273,1|1
188,-0.7243438651210354,-1.571067993840471,1|0
189,-8.511851280465704,1.4295791949716308,1|1
190,-3.2945918765494273,0.07072019410951468,0|1
191,-8.077586491489287,-0.8957903694322372,1|0
192,-3.7640289321593308,-0.3683526513074907,0|0
193,-5.231970370944793,-0.3509179373235052,0|0
194,-6.8678293112530024,-1.0660406521671986,1|0
195,-7.8531108410410635,3.535919896622053,1|1
196,-5.950745750275964,0.9552203636351145,0|1
197,-7.043771889282619,1.5890564792021646,1|1
198,-8.746321955270602,1.8412302361099124,1|1
199,-5.070735849757422,4.221210107201419,1|1
200,-7.613068145688037,0.152760960319184,1|1
201,-4.265536372232271,2.4657983847524743,0|1
202,-5.845713922781551,0.17292881304857483,0|1
203,-9.284933458154736,-1.660337728045416,0|0
204,-4.096768098889517,2.208348652606427,0|1
205,-5.563472538131226,4.112711046396587,1|1
206,-1.4795015471018136,-0.12130498354961979,1|0
207,-9.827006002347575,-3.555132751611975,0|0
208,-6.555717653254826,2.231682215848337,1|1
209,-4.379455424432465,-4.188495632445624,0|0
210,-5.457531657740325,3.226722749126231,1|1
211,-5.749609374605305,-1.4999392345513325,0|0
212,-0.8907517949637684,0.10681907359669585,1|0
213,-5.95831419757216,0.7003343176565578,0|1
214,-4.965670547251823,-0.8582845564701875,0|0
215,-2.583087342896074,2.2314036055689725,1|1
216,-3.3182768837177923,-0.2057744351470752,0|0
217,-2.706199247201034,-0.09940515831735168,1|0
218,-4.0667134655423185,2.067373735879002,0|1
219,-3.382311279468636,3.5795093664125424,1|1
220,-4.0974319679196585,-3.3681199717364745,0|0
221,-7.320340209964552,2.700213637363452,1|1
222,-5.662566339865257,0.7730782902661822,0|1
223,-6.702911313061653,2.001762847360602,1|1
224,-5.76966449766558,2.9162164772190398,1|1
225,-6.064468041796355,2.2362667934353913,1|1
226,-3.6512077903582623,-1.4447838108283018,0|0
227,-2.8020073345056415,-1.803268980951996,0|0
228,-6.644934377808504,1.4434225842253852,1|1
229,-6.250684002931976,-1.1876861345090193,0|0
230,-5.687801418420785,-2.0003383797450316,0|0
231,-2.910011180652205,1.2170293969696993,1|1
232,-5.138657393380965,-0.21678413434707963,0|0
233,-4.099688974465642,3.530670201038143,1|1
234,-3.2580603949355154,-1.0169142685508015,0|0
235,-3.4451615895022742,-0.23754234420617856,0|0
236,-5.3979963676074485,3.7329427503042503,1|1
237,-5.837875795356246,-0.9583698302548117,0|0
238,-8.904210574490465,-2.8046582909062736,0|0
239,-4.0977541225308025,-1.3898418023704782,0|0
240,-3.969172396433518,-2.2297421047318737,0|0
241,-6.534619652663469,1.3491414139120075,1|1
242,-2.078215239073844,1.1849456028480396,1|1
243,-2.604338316557498,3.4091883427448137,1|1
244,-2.9198216936918095,-1.836880076600052,0|0
245,-5.210689425015084,1.260391341369822,0|1
246,-5.829693802576471,0.9038920746424461,0|1
247,-8.158312570788931,-1.6572559577128116,1|0
248,-3.942240508829652,-4.474173022224941,0|0
249,-7.215425004569105,-0.03543663582028452,1|0
250,-8.438788949239047,0.11424199216418415,1|1
251,-6.599094981383519,-0.5831891910016654,1|0
252,-5.517965706801065,0.3785863951173152,0|1
253,-6.127577469164605,0.17937281464518035,0|1
254,-6.202313601298767,1.1121470201547705,1|1
255,-1.612381773423838,0.3937395585005829,1|0
256,-4.660261489304856,-2.3280159423224043,0|0
257,-3.613267548679231,-1.5161346571124645,0|0
258,-6.617694392944257,1.1148789057160668,1|1
259,-4.637922511284258,2.2143509018981247,0|1
260,-2.1142461430073816,-1.0793631244049848,1|0
261,-4.743246019688112,3.5208303671506447,0|1
262,-3.0669214995418854,1.4260981006065383,1|1
263,-2.387587869729103,-1.209205938328752,1|0
264,-3.726833181170738,2.8185067787280165,1|1
265,-1.758175428756505,-1.6123696347644483,1|0
266,-5.503348415262849,0.7654303474487278,0|1
267,-5.577994686019632,-0.7836324796160968,0|0
268,-3.631997343636094,-0.7068199657340287,0|0
269,-8.57582578239943,0.7236946316791365,1|1
270,-5.8489855811418545,-1.4630619634606667,0|0
271,-8.13147630131181,2.027644933943411,1|1
272,-9.454225263700028,-3.3986672094445916,0|0
273,-5.551692125122287,2.4579111713013946,0|1
274,-2.380588188634693,-2.3099652698587287,1|0
275,-5.355264391967102,-3.0209127501751376,0|0
276,-2.977585872450183,-2.9531253210403605,0|0
277,-5.286391490014475,2.0659675578995023,0|1
278,-5.4448280570598175,2.9403206876514805,0|1
279,-6.740016446381704,0.7383809390937475,1|1
280,-3.2934356283525337,-0.2794234608821449,0|0
281,-2.2273714715073623,1.0962591693763861,1|1
282,-8.274899186016683,7.917205408075927,1|1
283,-3.7027127118186653,0.21468658764717932,0|1
284,-7.797625637332953,0.16353563761123288,1|1
285,-5.919885661681374,1.2887073320606446,0|1
286,-4.2566594175762695,3.706018970138758,1|1
287,-4.715497254947365,1.027010959977095,0|1
288,-4.255086296977115,-0.2969796061187873,0|0
289,-5.366800394640048,2.2020004053369635,0|1
290,-3.439945729322741,-1.25888320810756,0|0
291,-7.2268722059459805,-0.13482004989370877,1|0
292,-2.6771200366512127,-0.05505877253595601,1|0
293,-1.507129821544055,-1.5501405741468697,1|0
294,-4.71671892466839,-5.032607721931498,0|0
295,-6.19133576182058,-0.6182426372837243,0|0
296,-3.9781244510158214,3.421323677342271,1|1
297,-4.93011282127252,2.907835163217635,0|1
298,-3.6766378470680348,1.9727043604241286,0|1
299,-5.932309713651856,2.7699826872972775,1|1
300,-7.145928557423289,0.9903172224006331,1|1
301,-6.904124201412518,-1.0362911047975096,1|0
302,-7.922807209444212,-1.0326958172920444,1|0
303,-4.2977662069780695,-0.13754092615727695,0|1
304,-7.695529882507327,2.941479713382738,1|1
305,-4.325558123383082,2.0161308661515265,0|1
306,-3.4295461607306237,-1.3297355339344266,0|0
307,-8.890093917224078,-1.8308487364634123,1|0
308,-2.5496883014535383,-2.10709214740063,1|0
309,-3.367912631351878,-1.2248139462576475,0|0
310,-4.213781510292033,-3.6478397052503877,0|0
311,-2.665849668000072,-0.07933740018096425,1|0
312,-3.2283484020681854,0.3797232987661913,1|1
313,-3.4038724094021138,-0.2038640785272001,0|0
314,-3.5132869129722755,-3.0191453684480867,0|0
315,-7.161421384891013,1.4509480089630713,1|1
316,-5.078356512418994,-0.4575083424404251,0|0
317,-5.359224589302716,1.003450218690331,0|1
318,-6.186687508484838,1.0206151934905119,1|1
319,-6.831583698137358,-0.8145040860399315,1|0
320,-3.030096656561578,2.1425048556917816,1|1
321,-7.194308720510724,1.6772694944567548,1|1
322,-7.078364644069806,1.4660464634381567,1|1
323,-8.79762411863859,-2.234221384878225,1|0
324,-6.017944555645723,-0.3329719097719187,0|0
325,-2.1527711413020256,1.8079983480070538,1|1
326,-1.8490641828552383,2.4132157960711362,1|1
327,-5.565727103269689,-0.5326537686374402,0|0
328,-2.8620567555974747,0.08074286204567853,1|0
329,-5.313987344986636,-2.670405446030383,0|0
330,-5.21292024311108,-5.581992813387693,0|0
331,-5.91223511029737,-1.9597805033236013,0|0
332,-3.6148513049212885,-0.957344712831323,0|0
333,-5.658103098682162,2.6942109293409953,1|1
334,-7.098135490337232,0.6333177903133087,1|1
335,-8.790533894952933,0.17945823488930224,1|1
336,-4.179468509206311,1.7197419435938242,0|1
337,-6.797366386637292,0.639313883889187,1|1
338,-4.363691600642621,-0.03846326819527446,0|1
339,-4.699967442544392,0.927068643463331,0|1
340,-4.2042391502362975,-1.9920217781767993,0|0
341,-7.391723020648964,5.011960570637346,1|1
342,-1.1604154271438243,-2.783387752108067,1|0
343,-4.099564515924309,1.254874165506221,0|1
344,-3.497325529679031,0.28079087289470034,0|1
345,-6.853743878417249,-0.3648408127261951,1|0
346,-5.982250275581636,0.2687462320795088,0|1
347,-5.536742608241154,-0.26335125257403663,0|0
348,-2.962895050464236,2.461116399909449,1|1
349,-7.362206345543646,-0.9198602088691625,1|0
350,-6.581599907550336,2.4474444239202184,1|1
351,-5.118735805096998,2.8979788083164713,0|1
352,-5.955161709313442,0.05199998837131635,0|1
353,-7.697392893594484,2.6050710729723603,1|1
354,-5.725224175154517,-2.9703129026509085,0|0
355,-6.184922570306539,-4.609815875540276,0|0
356,-5.063634345397583,0.22497548482839166,0|1
357,-4.423843665989699,2.996216367154068,0|1
358,-5.601952307910677,1.6149118340105404,0|1
359,-4.375522621974,-0.3866432809480078,0|0
360,-9.153604043847107,1.8950023346913518,1|1
361,-6.007947898284635,0.03591178330165285,0|1
362,-7.540921552770959,0.5659910676220032,1|1
363,-4.78393836537531,0.05883523794153128,0|1
364,-5.269586258591447,2.0984365815051356,0|1
365,-3.067558274843317,1.4518337050416423,1|1
366,1.642157512340729,-1.2004506607546297,0|0
367,-5.759035031067759,-2.029607381717342,0|0
368,-4.12802760740718,-1.3749747861203487,0|0
369,-10.396723483332094,-2.426676251657409,0|0
370,-4.855496201688231,2.019574669895117,0|1
371,-8.113883115730063,-1.2248842565686886,1|0
372,-5.278703610901842,-1.457074978849403,0|0
373,-3.93767241308755,0.008001683950750967,0|1
374,-4.357468171032337,-1.4504298514907323,0|0
375,-1.9269273439578027,-0.0007500175167121921,1|0
376,-2.4129007586733833,-0.8779953273325551,1|0
377,-3.8199210716783396,-1.3587675659944687,0|0
378,-6.9018185021015395,-1.4087006630469177,1|0
379,-5.091733372139535,-0.4374669179354183,0|0
380,-1.9215859806898745,-2.2974084592738917,1|0
381,-7.18067666490963,3.400376293291052,1|1
382,-3.7824326821837824,-3.7628217343321193,0|0
383,-4.005461802708045,0.47466539867919316,0|1
384,-9.288888093456901,-0.7391248506748666,0|0
385,-5.034909903672356,1.4628050342501313,0|1
386,-3.0910086669046253,0.19149354222026935,1|1
387,-2.9330983934715253,-0.2925465492227076,1|0
388,-6.714993649479544,-1.868363686295898,0|0
389,-3.914709410867368,-3.9163381711980216,0|0
390,-3.644384857760377,-2.2131461347837704,0|0
391,-5.718448191421477,1.0107638055058352,0|1
392,-2.5641181983973054,-3.8813619287297865,0|0
393,-6.612356423906914,0.09812338474620562,1|1
394,-6.192172669175324,1.7232462026824078,1|1
395,-9.172781130913052,0.7236032811420938,1|1
396,-4.148159646994368,0.09816079428326095,0|1
397,-2.7955265348293157,-2.459148507092858,0|0
398,-2.78276648402065,-1.4058408058203373,0|0
399,-3.5488989638425337,-0.6484084389704221,0|0
400,-3.3713137417021493,1.5609398595167487,1|1
401,-7.9281071471611835,-0.3089823876210572,1|0
402,-5.184864637083172,-0.475750530913665,0|0
403,-6.51132553020393,3.7028757891470194,1|1
404,-4.581806646848958,3.1100319886661776,0|1
405,-6.138297307023941,-2.123593522621696,0|0
406,-4.735504442160431,-1.1264732082349131,0|0
407,-0.21970807533297698,0.49084569837823927,1|0
408,-2.6948017299787925,-0.44847154424699703,1|0
409,-5.652122611520273,-0.061822835208271934,0|1
410,-4.288565476847967,1.6991736901896437,0|1
411,-5.244308030223366,-1.3617031480346349,0|0
412,-7.135753152973111,-0.15335872541146373,1|0
413,-3.8540745480864875,0.9158941526194835,0|1
414,-5.035635098107878,-1.200277598471226,0|0
415,-4.706469473226221,1.1436097577299795,0|1
416,-5.073635313034055,0.22473697758443795,0|1
417,-5.301008651300903,1.8309985361251453,0|1
418,-5.876400534677337,0.3710712419331108,0|1
419,-4.211143939975775,1.4510451165071176,0|1
420,-2.008230468231049,1.3509076184084239,1|1
421,-3.801573529081483,-2.9404741780426265,0|0
422,-3.787192111392326,4.587435224714356,1|1
423,-6.660021971135347,-2.0390396988114325,0|0
424,-5.429307684452046,2.0424962521978025,0|1
425,-3.9504990154063524,-0.9542484129386641,0|0
426,-5.071980363454383,2.0740779635478157,0|1
427,-3.654760503757042,4.857753939045958,1|1
428,-2.9886266393775673,0.7071344320052582,1|1
429,-3.770547448345103,-0.6979683818311051,0|0
430,-6.955546003065934,0.34391426433518163,1|1
431,-4.018877912380722,-2.790566050130654,0|0
432,-6.04471293027139,-0.7385118036579363,0|0
433,-4.46871519497143,-0.5209321177307596,0|0
434,-4.109806579310856,0.19622449244398246,0|1
435,-2.879344981686385,-3.4223353192489854,0|0
436,-1.6857507239141487,2.8353480259987207,1|1
437,-4.899365827705729,1.3006464285046921,0|1
438,-3.7869031991734103,-1.4745792555198638,0|0
439,-4.670669868301586,1.5563483581991329,0|1
440,-4.380366482785023,2.1026415356975026,0|1
441,-4.810007779861677,0.1615019772460401,0|1
442,-6.53560749204912,-0.729076099413275,1|0
443,-5.919435362076136,3.4109670355108848,1|1
444,-4.5189888957052755,-1.998853002716359,0|0
445,-4.202803223677125,-0.3840073932620888,0|0
446,-11.10752876085261,0.9597047423076348,0|1
447,-8.105397566353671,1.156928840512484,1|1
448,-6.92252719806102,-2.916648920786308,0|0
449,-4.011316698035243,-2.988387530549369,0|0
450,-5.89339840695424,0.40875478984232594,0|1
451,-3.775534953743894,1.4897690728813038,0|1
452,-5.072562577107404,-1.6647906953773783,0|0
453,-1.15236914805815,-1.2119626410771955,1|0
454,-1.3928220370270052,-0.9050499465680512,1|0
455,-2.677428613316385,2.139931077900266,1|1
456,-7.091068494753789,0.7105690140124591,1|1
457,-3.4892159416182893,1.4019642430464883,1|1
458,-5.397874900567792,0.6039200908122898,0|1
459,-5.789379361991116,-2.3436267584422446,0|0
460,-3.0319755261195187,-1.1193628438371137,0|0
461,-2.2404836167875657,1.2049018024792197,1|1
462,-6.785293347025768,-0.32239663908247473,1|0
463,-5.572769830790348,-1.7417752993039222,0|0
464,-3.99714082021334,-0.9572281477223689,0|0
465,-1.7366169727384055,1.7217824820368592,1|1
466,-6.7603781290831595,-0.03800104309463308,1|0
467,-5.453520384339168,-3.129015707622393,0|0
468,-3.1374886424637616,1.8996176304226586,1|1
469,-3.1489975705952284,-0.913975715187075,0|0
470,-2.8620280567621643,-0.41950587084510826,1|0
471,-3.12970444081785,3.625055630235081,1|1
472,-4.719780237390494,-2.8382975542889737,0|0
473,-5.633802393056692,1.2819717327670126,0|1
474,-2.560251241938757,-2.267584070787156,0|0
475,-5.381096595322904,0.46667825252024364,0|1
476,-4.1300033514743175,1.8208472060061678,0|1
477,-6.896879312907593,-0.8469565944510719,1|0
478,-2.9840670447988433,0.784669822248615,1|1
479,-4.103238698436625,2.2506469973285075,0|1
480,-4.791893220581821,1.0560068441436727,0|1
481,-5.629127723834575,-2.6900200405367505,0|0
482,-7.590515770562174,0.14864110736526343,1|1
483,-5.399121435992433,-1.309206337049956,0|0
484,-4.363971407161662,-1.7805431042164979,0|0
485,-4.77732546723406,-0.039045116640546614,0|1
486,-6.6799778292244945,-4.596411761075704,0|0
487,-2.086945227054446,0.6332744714079152,1|1
488,-10.328251878524277,-0.8528572352670447,0|0
489,-4.212424537501363,-0.45628138140091234,0|0
490,-3.839339774793541,-1.9465351704984801,0|0
491,-4.649664541563863,-0.10696738547031269,0|1
492,-5.366123973923947,-0.44205780357667124,0|0
493,-4.600480889614745,1.8654428273761838,0|1
494,-6.060239600400103,-0.8144800480238616,0|0
495,-4.678870016514977,-0.24029995125749795,0|0
496,-4.22879541531135,1.4365814715086858,0|1
497,-2.4176221942982483,-0.2328882965433281,1|0
498,-9.554595993320731,-0.13924907891025823,0|0
499,-4.292259146234319,-0.37391003306549914,0|0
500,4.693527676465816,-4.865017025294226,0|0
501,6.015968673230758,-0.6480646580400132,1|0
502,1.9778467841795946,-1.7428441311899152,0|0
503,3.2703401170688258,1.2174981646834044,1|1
504,6.123276193046811,3.029500764964502,1|1
505,6.295849624625836,-2.7032987706353486,0|0
506,2.1815814470556174,2.261450709058262,0|1
507,8.133372402192288,-0.47549619629072704,0|0
508,6.117605976370223,-3.0097825675590246,0|0
509,1.1121564833364253,-2.3480473530856876,0|0
510,4.285624948793967,-1.042752770816076,1|0
511,4.539771873097465,-0.9820288653982204,1|0
512,6.358602289899325,2.8550939026546893,1|1
513,5.072394925520871,4.059994974880922,1|1
514,3.731190579398308,-1.0502067878778785,1|0
515,5.775469325485901,-0.7095975240213481,1|0
516,7.354104511553283,-1.2822156303957783,0|0
517,7.64538797021728,0.3883500325875541,0|1
518,10.13090556143356,-0.9282298112964114,1|0
519,4.594612184585076,0.2913036345729753,1|1
520,0.6379440658361011,1.2045302550770753,0|1
521,5.961692226530338,0.21863672781087057,1|1
522,1.9112084372266036,-3.0931220799373143,0|0
523,6.173237037201689,2.35035737511471,1|1
524,8.188929263644443,-1.7908830478998388,0|0
525,2.938403944482433,-0.5438775993691009,0|0
526,1.0485397162523267,-1.1778623520874887,0|0
527,6.7035792750306324,3.26920500273883,1|1
528,5.558310907269328,3.281107297110538,1|1
529,5.8217458759981415,0.38272783027784,1|1
530,4.6571176250449335,0.37387409154399076,1|1
531,4.490294105512222,-0.2818215047803164,1|0
532,3.676216330120655,0.5180638035840074,1|1
533,5.028896830035573,-2.959160069232224,1|0
534,4.518598996496028,-1.711342784788997,1|0
535,0.9035990825184497,0.9677672986826468,0|1
536,8.117376509044762,4.739460378129808,1|1
537,8.124839058985927,-1.7416031052161216,0|0
538,7.350489985416107,2.2397980071122774,0|1
539,1.0243409372107566,1.7225770307829005,0|1
540,6.254354070783051,0.3256165006135836,1|1
541,5.57723343135361,0.11661476548816797,1|1
542,8.263871697310057,-0.8035776676637741,0|0
543,4.600121213557441,0.014777967412367707,1|1
544,5.551328150300144,-3.526499601982463,0|0
545,7.775947619097931,0.45239951368631337,0|1
546,6.138249191649558,0.3946319834955809,1|1
547,4.627117457432232,-0.7104830269939233,1|0
548,5.192228284679041,0.3041046818668581,1|1
549,7.310523510836301,0.6921154925693479,0|1
550,4.733022661267879,3.9731302218848,1|1
551,2.441147687372956,-2.6804183518070013,0|0
552,5.709204104225655,-0.4247465709812407,1|0
553,1.4508080235503327,-0.6244593227556244,0|0
554,3.5786884586384344,2.2622572008499238,1|1
555,3.75749645913951,2.1012292977345446,1|1
556,5.919563400420367,-0.41266182408975965,1|0
557,5.042343657176298,0.8573174792677722,1|1
558,0.3839229727434015,0.6541368151387346,0|0
559,4.241760778398323,3.5958387327762233,1|1
560,3.6174620864756752,2.285127840010443,1|1
561,-0.029849248811555817,1.6292500299685766,1|1
562,5.55220550784655,-0.4940329817714707,1|0
563,4.758221379027327,-0.5211211812447024,1|0
564,5.846006419166551,-0.2684971292606372,1|0
565,1.4245245831643158,-0.3716217135606574,0|0
566,9.469443475251772,0.09369240971660259,1|1
567,5.581575892937411,-0.876109014975247,1|0
568,5.348108932323457,0.35589111592322137,1|1
569,4.477596161086977,1.7265267978748295,1|1
570,3.1538440858313415,-0.2603904164033512,0|0
571,6.010107504584195,-0.5340083586838293,1|0
572,2.5522406988495105,1.1165284371352746,0|1
